idcl;identifier;version number;publication date;revision number;coded name;preferred name;definition;note;iso language code;iso country code;remark;level;mksubclass;mksynonym;mkbsa
BAA299001;BAA299;1;27.09.2004;1;17119100;Printing machine in the graphic arts industry (parts);;;en;EN;;3;1;;
BAA261001;BAA261;1;27.09.2004;1;17119190;Printing machine in the graphic arts industry (parts, non-classified);;;en;EN;;4;0;;
BAA288001;BAA288;1;27.09.2004;1;17119200;Printing machine in the graphic arts industry (accessories);;;en;EN;;3;1;;
BAA286001;BAA286;1;27.09.2004;1;17119290;Printing machine in the graphic arts industry (accessory, non-classified);;;en;EN;;4;0;;
BAA575001;BAA575;1;27.09.2004;1;17119800;Printing machine in the graphic arts industry (maintenance, inspection);;;en;EN;;3;1;;
BAA248001;BAA248;1;27.09.2004;1;17119890;Printing machine in the graphic arts industry (maintenance, inspection, non-classified);;;en;EN;;4;0;;
BAA589001;BAA589;1;27.09.2004;1;17119900;Printing machine in the graphic arts industry (repair);;;en;EN;;3;1;;
BAA249001;BAA249;1;27.09.2004;1;17119990;Printing machine in the graphic arts industry (repair, non-classified);;;en;EN;;4;0;;
BAA250001;BAA250;1;27.09.2004;1;17120000;Machine, device for the post-press stage in the graphic arts industry;;;en;EN;;2;1;;
BAA251001;BAA251;1;27.09.2004;1;17129000;Machine, device for the post-press stage in the graphic arts industry (other);;;en;EN;;3;1;;
BAA252001;BAA252;1;27.09.2004;1;17129090;Machine, device for the post-press stage in the graphic arts industry (other, non-classified);;;en;EN;;4;0;;
BAA253001;BAA253;1;27.09.2004;1;17129100;Machine, device for the post-press stage in the graphic arts industry (parts);;;en;EN;;3;1;;
BAA254001;BAA254;1;27.09.2004;1;17129190;Machine, device for the post-press stage in the graphic arts industry (parts, non-classified);;;en;EN;;4;0;;
BAA255001;BAA255;1;27.09.2004;1;17129200;Machine, device for the post-press stage in the graphic arts industry (accessories);;;en;EN;;3;1;;
BAA256001;BAA256;1;27.09.2004;1;17129290;Machine, device for the post-press stage in the graphic arts industry (accessory, non-classified);;;en;EN;;4;0;;
BAA257001;BAA257;1;27.09.2004;1;17129800;Machine, device for the post-press stage in the graphic arts industry (maintenance, inspection);;;en;EN;;3;1;;
BAA258001;BAA258;1;27.09.2004;1;17129890;Machine, device for the post-press stage in the graphic arts industry (maintenance, inspection, non-classified);;;en;EN;;4;0;;
BAA273001;BAA273;1;27.09.2004;1;17129900;Machine, device for the post-press stage in the graphic arts industry (repair);;;en;EN;;3;1;;
BAA260001;BAA260;1;27.09.2004;1;17129990;Machine, device for the post-press stage in the graphic arts industry (repair, unclassified);;;en;EN;;4;0;;
AKK397002;AKK397;2;27.09.2004;1;18000000;Equipment f. mining, metallurgical plant, rolling mill a. foundry;;;en;EN;;1;1;;
AKK398002;AKK398;2;27.09.2004;1;18010000;Equipment f. raw a. charge material pretreatment;;;en;EN;;2;1;;
BAA247001;BAA247;1;27.09.2004;1;18010100;Equipment for sinter plant;;;en;EN;;3;1;;
BAA262001;BAA262;1;27.09.2004;1;18010101;Mixing drum for sinter plant;;;en;EN;;4;0;;
BAA263001;BAA263;1;27.09.2004;1;18010102;Rerolling drum for sinter plant;;;en;EN;;4;0;;
BAA264001;BAA264;1;27.09.2004;1;18010103;Pallet car for sinter plant;;;en;EN;;4;0;;
BAA265001;BAA265;1;27.09.2004;1;18010190;Equipment for sinter plant (not classified);;;en;EN;;4;0;;
AKK399002;AKK399;2;27.09.2004;1;18019000;Equipment for raw material and charging;;;en;EN;;3;1;;
AKK400002;AKK400;2;27.09.2004;1;18019090;Equipment f. raw a. charge material pretreatment (other, unclassified);;;en;EN;;4;0;;
AKK401002;AKK401;2;27.09.2004;1;18019100;Equipment f. raw a. charge material pretreatment (parts);;;en;EN;;3;1;;
AKK402002;AKK402;2;27.09.2004;1;18019190;Equipment f. raw a. charge material pretreatment (parts, unclassified);;;en;EN;;4;0;;
AKK403002;AKK403;2;27.09.2004;1;18019200;Equip. f. raw a. charge material pretreatment (accessories, add. equipment);;;en;EN;;3;1;;
AKK404002;AKK404;2;27.09.2004;1;18019290;Equip. f. raw a. charge material pretreatment (acces., add. equip., n. class.);;;en;EN;;4;0;;
AKK405002;AKK405;2;27.09.2004;1;18019700;Equipment f. raw a. charge material pretreatment (assembly);;;en;EN;;3;1;;
AKK406002;AKK406;2;27.09.2004;1;18019790;Equipment f. raw a. charge material pretreatment (assembly, unclassified);;;en;EN;;4;0;;
AKK407002;AKK407;2;27.09.2004;1;18019800;Equipment f. raw a. charge material pretreatment (maintenance, service);;;en;EN;;3;1;;
AKK408002;AKK408;2;27.09.2004;1;18019890;Equipment f. raw a. charge material pretreatment (mainten., serv., n. class.);;;en;EN;;4;0;;
AKK409002;AKK409;2;27.09.2004;1;18019900;Equipment f. raw a. charge material pretreatment (repair);;;en;EN;;3;1;;
AKK410002;AKK410;2;27.09.2004;1;18019990;Equipment f. raw a. charge material pretreatment (repair, unclassified);;;en;EN;;4;0;;
AKK411002;AKK411;2;27.09.2004;1;18020000;Equipment f. metallurgical reduction process;;;en;EN;;2;1;;
BAA266001;BAA266;1;27.09.2004;1;18020100;Charging and discharging system for process vessel;;;en;EN;;3;1;;
BAA267001;BAA267;1;27.09.2004;1;18020101;Lock hopper for charging system;;;en;EN;;4;0;;
BAA268001;BAA268;1;27.09.2004;1;18020102;Depressurizing system for charging equipment;;;en;EN;;4;0;;
BAA269001;BAA269;1;27.09.2004;1;18020103;Closing device for blast furnace charging system;;;en;EN;;4;0;;
BAA270001;BAA270;1;27.09.2004;1;18020190;Charging and discharging system for process vessel (not classified);;;en;EN;;4;0;;
BAA271001;BAA271;1;27.09.2004;1;18020200;Insert devices for Iron -reduction- & melting process vessels;;;en;EN;;3;1;;
BAA330001;BAA330;1;27.09.2004;1;18020201;Ore screw conveyor in reduction shaft;;;en;EN;;4;0;;
BAA331001;BAA331;1;27.09.2004;1;18020202;Burden feeding- and transport system in reduction process vessels;;;en;EN;;4;0;;
BAA332001;BAA332;1;27.09.2004;1;18020203;Coal screw conveyor for melter gasifier;;;en;EN;;4;0;;
BAA333001;BAA333;1;27.09.2004;1;18020290;Insert devices for Iron -reduction- & melting process vessels (not classified);;;en;EN;;4;0;;
BAA334001;BAA334;1;27.09.2004;1;18020300;Iron -reduction- & melting process vessels;;;en;EN;;3;1;;
BAA335001;BAA335;1;27.09.2004;1;18020301;Reduction shaft;;;en;EN;;4;0;;
BAA336001;BAA336;1;27.09.2004;1;18020302;Melter gasifier;;;en;EN;;4;0;;
BAA337001;BAA337;1;27.09.2004;1;18020303;Blast furnace process vessel;;;en;EN;;4;0;;
BAA338001;BAA338;1;27.09.2004;1;18020390;Iron -reduction- & melting process vessels (not classified);;;en;EN;;4;0;;
AKK412002;AKK412;2;27.09.2004;1;18029000;Equipment f. metallurgical reduction process (other);;;en;EN;;3;1;;
AKK413002;AKK413;2;27.09.2004;1;18029090;Equipment f. metallurgical reduction process (other, unclassified);;;en;EN;;4;0;;
AKK414002;AKK414;2;27.09.2004;1;18029100;Equipment f. metallurgical reduction process (parts);;;en;EN;;3;1;;
AKK415002;AKK415;2;27.09.2004;1;18029190;Equipment f. metallurgical reduction process (parts, unclassified);;;en;EN;;4;0;;
AKK416002;AKK416;2;27.09.2004;1;18029200;Equipment f. metallurgical reduction process (accessories, add. Equipment);;;en;EN;;3;1;;
AKK417002;AKK417;2;27.09.2004;1;18029290;Equip. f. metallurgical reduction process (accessories, add. Equip., n. class.);;;en;EN;;4;0;;
AKK418002;AKK418;2;27.09.2004;1;18029700;Equipment f. metallurgical reduction process (assembly);;;en;EN;;3;1;;
AKK419002;AKK419;2;27.09.2004;1;18029790;Equipment f. metallurgical reduction process (assembly, unclassified);;;en;EN;;4;0;;
AKK420002;AKK420;2;27.09.2004;1;18029800;Equipment f. metallurgical reduction process (maintenance, service);;;en;EN;;3;1;;
AKK421002;AKK421;2;27.09.2004;1;18029890;Equipment f. metallurgical reduction process (maintenance, service, n. class.);;;en;EN;;4;0;;
AKK422002;AKK422;2;27.09.2004;1;18029900;Equipment f. metallurgical reduction process (repair);;;en;EN;;3;1;;
AKK423002;AKK423;2;27.09.2004;1;18029990;Equipment f. metallurgical reduction process (repair, unclassified);;;en;EN;;4;0;;
AKK424002;AKK424;2;27.09.2004;1;18030000;Equipment f. NF metal production;;;en;EN;;2;1;;
AKK425002;AKK425;2;27.09.2004;1;18039000;Equipment f. NF metal production (other);;;en;EN;;3;1;;
AKK426002;AKK426;2;27.09.2004;1;18039090;Equipment f. NF metal production (other, unclassified);;;en;EN;;4;0;;
AKK427002;AKK427;2;27.09.2004;1;18039100;Equipment f. NF metal production (parts);;;en;EN;;3;1;;
AKK428002;AKK428;2;27.09.2004;1;18039190;Equipment f. NF metal production (parts, unclassified);;;en;EN;;4;0;;
AKK429002;AKK429;2;27.09.2004;1;18039200;Equipment f. NF metal production (accessories, additional equipment);;;en;EN;;3;1;;
AKK430002;AKK430;2;27.09.2004;1;18039290;Equipment f. NF metal production (accessories, add equipment, n.class.);;;en;EN;;4;0;;
AKK431002;AKK431;2;27.09.2004;1;18039700;Equipment f. NF metal production (assembly);;;en;EN;;3;1;;
AKK432002;AKK432;2;27.09.2004;1;18039790;Equipment f. NF metal production (assembly, unclassified);;;en;EN;;4;0;;
AKK433002;AKK433;2;27.09.2004;1;18039800;Equipment f. NF metal production (maintenance, service);;;en;EN;;3;1;;
AKK434002;AKK434;2;27.09.2004;1;18039890;Equipment f. NF metal production (maintenance, service, unclassified);;;en;EN;;4;0;;
AKK435002;AKK435;2;27.09.2004;1;18039900;Equipment f. NF metal production (repair);;;en;EN;;3;1;;
AKK436002;AKK436;2;27.09.2004;1;18039990;Equipment f. NF metal production (repair, unclassified);;;en;EN;;4;0;;
AKK437002;AKK437;2;27.09.2004;1;18040000;Equipment for steel production and treatment;;;en;EN;;2;1;;
BAA339001;BAA339;1;27.09.2004;1;18040100;Process vessels for steel melting and steel treatment;;;en;EN;;3;1;;
BAA340001;BAA340;1;27.09.2004;1;18040101;Process vessel for electric arc furnace;;;en;EN;;4;0;;
BAA356001;BAA356;1;27.09.2004;1;18040102;Process vessel for converter;;;en;EN;;4;0;;
BAA342001;BAA342;1;27.09.2004;1;18040103;Process vessel for induction furnace;;;en;EN;;4;0;;
BAA329001;BAA329;1;27.09.2004;1;18040104;Process vessel for continous vacuum degassing;;;en;EN;;4;0;;
BAA344001;BAA344;1;27.09.2004;1;18040105;Process vessel for vacuum ingot casting;;;en;EN;;4;0;;
BAA346001;BAA346;1;27.09.2004;1;18040106;Process vessel for vacuum circulation process;;;en;EN;;4;0;;
BAA347001;BAA347;1;27.09.2004;1;18040107;Process vessel for vaccum lift process;;;en;EN;;4;0;;
BAA348001;BAA348;1;27.09.2004;1;18040108;Process vessels for ladle degassing;;;en;EN;;4;0;;
BAA349001;BAA349;1;27.09.2004;1;18040109;Process vessel for vacuum refining process (VOD);;;en;EN;;4;0;;
BAA350001;BAA350;1;27.09.2004;1;18040110;Process vessel for vacuum refining process (VODK);;;en;EN;;4;0;;
BAA351001;BAA351;1;27.09.2004;1;18040111;Process vessel for vacuum arc melting;;;en;EN;;4;0;;
BAA352001;BAA352;1;27.09.2004;1;18040112;Process vessel for electromagnetic stirring;;;en;EN;;4;0;;
BAA353001;BAA353;1;27.09.2004;1;18040190;Process vessels for steel melting and steel treatment (not classified);;;en;EN;;4;0;;
BAA354001;BAA354;1;27.09.2004;1;18040200;Suspension for Process vessel - steel making and - treatment;;;en;EN;;3;1;;
BAA316001;BAA316;1;27.09.2004;1;18040201;Suspension for electric arc furnace (cradle);;;en;EN;;4;0;s;
BAA343001;BAA343;1;27.09.2004;1;18040202;Suspension for converter process vessel (standard);;;en;EN;;4;0;;
BAA341001;BAA341;1;27.09.2004;1;18040203;Suspension for converter process vessel (horse shoe type);;;en;EN;;4;0;;
BAA679001;BAA679;1;27.09.2004;1;18040204;Suspension for vacuum process vessel;;;en;EN;;4;0;;
BAA303001;BAA303;1;27.09.2004;1;18040290;Suspension for Process vessel - steel making and - treatment (not classified);;;en;EN;;4;0;;
BAA304001;BAA304;1;27.09.2004;1;18040300;Rotating- & Tilting device for steel melting - and treatment;;;en;EN;;3;1;;
BAA305001;BAA305;1;27.09.2004;1;18040301;Tilting device for steel converter;;;en;EN;;4;0;;
BAA306001;BAA306;1;27.09.2004;1;18040302;Tilting device for electric arc furnace;;;en;EN;;4;0;;
BAA307001;BAA307;1;27.09.2004;1;18040390;Rotating- & Tilting device for steel melting - and treatment (not classified);;;en;EN;;4;0;;
BAA308001;BAA308;1;27.09.2004;1;18040400;Process vessel lifting and transport equipment;;;en;EN;;3;1;;
BAA309001;BAA309;1;27.09.2004;1;18040401;Process vessel lifting device;;;en;EN;;4;0;;
BAA310001;BAA310;1;27.09.2004;1;18040402;Process vessel transport devices;;;en;EN;;4;0;;
BAA311001;BAA311;1;27.09.2004;1;18040403;Roof lifting and moving device;;;en;EN;;4;0;;
BAA312001;BAA312;1;27.09.2004;1;18040404;Ladle lifting device;;;en;EN;;4;0;;
BAA313001;BAA313;1;27.09.2004;1;18040490;Process vessel lifting and transport equipment (not classified);;;en;EN;;4;0;;
BAA328001;BAA328;1;27.09.2004;1;18040500;Lancing equipment for steel melting and treatment;;;en;EN;;3;1;;
BAA315001;BAA315;1;27.09.2004;1;18040501;Device for oxygen lance;;;en;EN;;4;0;;
BAA317001;BAA317;1;27.09.2004;1;18040502;Lancing equipment for temperature and sampling;;;en;EN;;4;0;;
BAA318001;BAA318;1;27.09.2004;1;18040590;Lancing equipment for steel melting and treatment (not classified);;;en;EN;;4;0;;
BAA319001;BAA319;1;27.09.2004;1;18040600;Heating system for steel melting and treatment;;;en;EN;;3;1;;
BAA320001;BAA320;1;27.09.2004;1;18040601;Graphit heating system;;;en;EN;;4;0;;
BAA321001;BAA321;1;27.09.2004;1;18040602;Heating stand;;;en;EN;;4;0;;
BAA322001;BAA322;1;27.09.2004;1;18040690;Heating system for steel melting and treatment (not classified);;;en;EN;;4;0;;
BAA323001;BAA323;1;27.09.2004;1;18040700;Roof devices for steel melting & -treatment vessels;;;en;EN;;3;1;;
BAA324001;BAA324;1;27.09.2004;1;18040701;Roof for electric arc furnace;;;en;EN;;4;0;;
BAA325001;BAA325;1;27.09.2004;1;18040702;Roof device for vacuum vessel (steel melting & treatment);;;en;EN;;4;0;;
BAA326001;BAA326;1;27.09.2004;1;18040703;Roof for ladle furnace (steel melting & treatment);;;en;EN;;4;0;;
BAA327001;BAA327;1;27.09.2004;1;18040704;Roof lifting device (steel melting & treatment);;;en;EN;;4;0;;
BAA245001;BAA245;1;27.09.2004;1;18040705;Vacuum sealing system;;;en;EN;;4;0;;
BAA162001;BAA162;1;27.09.2004;1;18040790;Roof devices for steel melting & -treatment vessels (not classified);;;en;EN;;4;0;;
BAA272001;BAA272;1;27.09.2004;1;18040800;Electrode lifting and carrying device;;;en;EN;;3;1;;
BAA166001;BAA166;1;27.09.2004;1;18040801;Electrode carrying device;;;en;EN;;4;0;;
BAA167001;BAA167;1;27.09.2004;1;18040802;Clamp box for electrode;;;en;EN;;4;0;;
BAA168001;BAA168;1;27.09.2004;1;18040803;Electrode clamping device;;;en;EN;;4;0;;
BAA169001;BAA169;1;27.09.2004;1;18040804;Electrode lifting device;;;en;EN;;4;0;;
BAA170001;BAA170;1;27.09.2004;1;18040890;Electrode lifting and carrying device (not classified);;;en;EN;;4;0;;
BAA790001;BAA790;1;27.09.2004;1;18040900;High current system(steel industry);;;en;EN;;3;1;;
BAA791001;BAA791;1;27.09.2004;1;18040901;High current cable (steel industry);;;en;EN;;4;0;;
BAA792001;BAA792;1;27.09.2004;1;18040902;High current conductor (steel industry);;;en;EN;;4;0;s;
BAA793001;BAA793;1;27.09.2004;1;18040990;High current system(steel industry, unclassified);;;en;EN;;4;0;;
BAA171001;BAA171;1;27.09.2004;1;18041000;Scrap preheating system for electric arc furnace;;;en;EN;;3;1;;
BAA172001;BAA172;1;27.09.2004;1;18041001;Scrap shaft system;;;en;EN;;4;0;;
BAA173001;BAA173;1;27.09.2004;1;18041002;Scrap stopper device;;;en;EN;;4;0;;
BAA174001;BAA174;1;27.09.2004;1;18041090;Scrap preheating system for electric arc furnace (unclassified);;;en;EN;;4;0;;
BAA611001;BAA611;1;27.09.2004;1;18041100;Process gas cooling and treatment for steel production;;;en;EN;;3;1;;
BAA612001;BAA612;1;27.09.2004;1;18041101;Drop box;;;en;EN;;4;0;;
BAA613001;BAA613;1;27.09.2004;1;18041102;Process gas colling shaft;;;en;EN;;4;0;;
AKK438002;AKK438;2;27.09.2004;1;18049000;Equipment for steel production and treatment (other);;;en;EN;;3;1;;
BAA175001;BAA175;1;27.09.2004;1;18049001;Portal for electrode lifting device;;;en;EN;;4;0;;
AKK439002;AKK439;2;27.09.2004;1;18049090;Equipment for steel production and treatment (other, unclassified);;;en;EN;;4;0;;
AKK440002;AKK440;2;27.09.2004;1;18049100;Equipment for steel production and treatment (parts);;;en;EN;;3;1;;
BAA191001;BAA191;1;27.09.2004;1;18049101;Electric arc furnace vessel upper part;;;en;EN;;4;0;;
BAA177001;BAA177;1;27.09.2004;1;18049102;Electric arc furnace vessel lower part;;;en;EN;;4;0;;
BAA164001;BAA164;1;27.09.2004;1;18049103;Bottom anode for electric arc furnace;;;en;EN;;4;0;;
BAA179001;BAA179;1;27.09.2004;1;18049104;Vacuum vessel upper part (steel treatment);;;en;EN;;4;0;;
BAA180001;BAA180;1;27.09.2004;1;18049105;Vacuum vessel middle part (steel treatment);;;en;EN;;4;0;;
BAA181001;BAA181;1;27.09.2004;1;18049106;Vacuum vessel lower part (steel treatment);;;en;EN;;4;0;;
BAA182001;BAA182;1;27.09.2004;1;18049107;Converter vessel cylindrical part;;;en;EN;;4;0;;
BAA183001;BAA183;1;27.09.2004;1;18049108;Converter vessel conical part;;;en;EN;;4;0;;
BAA184001;BAA184;1;27.09.2004;1;18049109;Converter exchange bottom;;;en;EN;;4;0;;
BAA185001;BAA185;1;27.09.2004;1;18049110;Slag stopper;;;en;EN;;4;0;;
BAA186001;BAA186;1;27.09.2004;1;18049111;Lip ring for converter;;;en;EN;;4;0;;
BAA188001;BAA188;1;27.09.2004;1;18049112;Energy supply chain;;;en;EN;;4;0;;
BAA189001;BAA189;1;27.09.2004;1;18049113;Roll-frame for roof and electrode lifting device;;;en;EN;;4;0;;
BAA151001;BAA151;1;27.09.2004;1;18049114;Scrap holding device;;;en;EN;;4;0;;
BAA178001;BAA178;1;27.09.2004;1;18049115;Lance heads;;;en;EN;;4;0;;
BAA176001;BAA176;1;27.09.2004;1;18049116;Spring package for scrap holding device;;;en;EN;;4;0;;
AKK441002;AKK441;2;27.09.2004;1;18049190;Equipment for steel production and treatment (parts, unclassified);;;en;EN;;4;0;;
AKK442002;AKK442;2;27.09.2004;1;18049200;Equipment for steel production and treatment (accessories, additional equipment);;;en;EN;;3;1;;
BAA138001;BAA138;1;27.09.2004;1;18049201;Manual lance for temperature measuring and sampling;;;en;EN;;4;0;;
BAA141001;BAA141;1;27.09.2004;1;18049202;Consumable injection lance;;;en;EN;;4;0;;
BAA142001;BAA142;1;27.09.2004;1;18049203;Electrode nipple stand;;;en;EN;;4;0;;
BAA143001;BAA143;1;27.09.2004;1;18049204;Converter closing device (steel melting);;;en;EN;;4;0;;
AKK443002;AKK443;2;27.09.2004;1;18049290;Equipment for steel production and treatment (acc., add. equip., n. class.);;;en;EN;;4;0;;
AKK444002;AKK444;2;27.09.2004;1;18049700;Equipment for steel production and treatment (assembly);;;en;EN;;3;1;;
AKK445002;AKK445;2;27.09.2004;1;18049790;Equipment for steel production and treatment (assembly, unclassified);;;en;EN;;4;0;;
AKK446002;AKK446;2;27.09.2004;1;18049800;Equipment for steel production and treatment (maintenance, service);;;en;EN;;3;1;;
AKK447002;AKK447;2;27.09.2004;1;18049890;Equipment for steel production and treatment (maintenance, service, n. class.);;;en;EN;;4;0;;
AKK448002;AKK448;2;27.09.2004;1;18049900;Equipment for steel production and treatment (repair);;;en;EN;;3;1;;
AKK449002;AKK449;2;27.09.2004;1;18049990;Equipment for steel production and treatment (repair, unclassified);;;en;EN;;4;0;;
AKK450002;AKK450;2;27.09.2004;1;18050000;Equipment f. melting NF metal;;;en;EN;;2;1;;
AKK451002;AKK451;2;27.09.2004;1;18059000;Equipment f. melting NF metal (other);;;en;EN;;3;1;;
AKK452002;AKK452;2;27.09.2004;1;18059090;Equipment f. melting NF metal (other, unclassified);;;en;EN;;4;0;;
AKK453002;AKK453;2;27.09.2004;1;18059100;Equipment f. melting NF metal (parts);;;en;EN;;3;1;;
